Strategy,Iteration,Horizon,TargetBps,EntryThreshold,ExitThreshold,TrendMin,StopLossPct,TrailingStopPct,TakeProfitPct,MaxHoldBars,AvgReturnPct,MinReturnPct,MaxDrawdownPct,AvgSharpe,PositiveAssetCount,ObjectiveScore,MeetsStoppingConditions,AMD_ReturnPct,AMD_MaxDrawdownPct,AMD_Sharpe,AMD_Trades,AMZN_ReturnPct,AMZN_MaxDrawdownPct,AMZN_Sharpe,AMZN_Trades,GOOGL_ReturnPct,GOOGL_MaxDrawdownPct,GOOGL_Sharpe,GOOGL_Trades,NVDA_ReturnPct,NVDA_MaxDrawdownPct,NVDA_Sharpe,NVDA_Trades,AAPL_ReturnPct,AAPL_MaxDrawdownPct,AAPL_Sharpe,AAPL_Trades,META_ReturnPct,META_MaxDrawdownPct,META_Sharpe,META_Trades,TSLA_ReturnPct,TSLA_MaxDrawdownPct,TSLA_Sharpe,TSLA_Trades,NFLX_ReturnPct,NFLX_MaxDrawdownPct,NFLX_Sharpe,NFLX_Trades
per_asset_arx_v045_h15_e50,45,15,125.0,0.5,0.38,3.0,0.06,0.08,0.18,10,4.7134,-10.0662,31.8324,0.218396,3,-80.479396,False,44.2626,31.8324,1.759222,6.0,-0.6289,7.8169,-0.003687,7.0,9.9204,15.9197,0.970059,9.0,-8.4681,18.1993,-0.689543,6.0,-1.9681,15.1683,-0.160946,5.0,-0.2867,12.2237,0.064219,5.0,-10.0662,14.524,-0.999033,7.0,4.9423,7.6641,0.806875,4.0
per_asset_arx_v046_h3_e54,46,3,0.0,0.54,0.42000000000000004,3.0,0.06,0.08,0.18,10,0.0564,-17.8683,20.3698,-0.09151,4,-56.972607,False,9.2895,7.7856,1.294409,2.0,-7.3323,12.4162,-1.134337,5.0,15.4494,8.2898,1.480141,7.0,8.0137,12.4554,0.920793,3.0,-8.8077,8.8077,-1.601633,2.0,4.0734,5.5062,0.558635,3.0,-17.8683,20.3698,-2.071647,5.0,-2.3664,9.7867,-0.178437,3.0
per_asset_arx_v047_h5_e54,47,5,0.0,0.54,0.42000000000000004,3.0,0.06,0.08,0.18,10,7.7543,-12.2592,24.1746,0.121221,5,-39.045471,False,64.4319,24.1746,2.200342,6.0,-9.495,14.6482,-1.366177,5.0,13.5841,8.1325,1.384415,7.0,10.49,8.3207,1.268055,3.0,-12.2592,12.2592,-2.20649,2.0,3.7623,5.6006,0.523008,3.0,-11.5529,14.0902,-1.271684,4.0,3.0731,9.7867,0.438299,3.0
per_asset_arx_v048_h7_e54,48,7,0.0,0.54,0.42000000000000004,3.0,0.06,0.08,0.18,10,7.7026,-10.1059,20.9278,0.133204,4,-35.026229,False,68.9145,20.9278,2.302433,5.0,-5.377,8.3627,-0.827197,4.0,0.8284,11.2258,0.193305,7.0,7.7353,10.1411,0.899388,4.0,-10.1059,10.1059,-1.816778,2.0,-1.2669,8.7264,-0.051992,4.0,1.7408,5.9949,0.364495,2.0,-0.8487,13.2192,0.001979,4.0
per_asset_arx_v049_h10_e54,49,10,25.0,0.54,0.42000000000000004,3.0,0.06,0.08,0.18,10,2.9274,-9.5937,31.8324,-0.219961,3,-82.197109,False,44.2626,31.8324,1.759222,6.0,-8.8926,11.7906,-2.009853,2.0,4.1064,10.2791,0.527942,6.0,-3.125,14.0486,-0.241434,4.0,-9.5937,12.1715,-1.584304,3.0,2.505,11.2691,0.362434,2.0,0.0,0.0,0.0,0.0,-5.8434,13.2192,-0.573693,4.0
per_asset_arx_v050_h15_e54,50,15,25.0,0.54,0.42000000000000004,3.0,0.06,0.08,0.18,10,6.6356,-3.1681,31.8324,0.227223,4,-54.743303,False,44.2626,31.8324,1.759222,6.0,-2.7441,2.7441,-1.497006,1.0,4.1075,15.557,0.485394,8.0,0.0022,14.0486,0.103069,4.0,-3.1681,15.1683,-0.367434,4.0,11.4738,4.2573,1.332563,3.0,0.0,0.0,0.0,0.0,-0.8487,13.2192,0.001979,4.0
per_asset_arx_v051_h3_e57,51,3,25.0,0.58,0.45999999999999996,3.0,0.06,0.08,0.18,10,-2.2671,-9.7409,11.1716,-0.51686,1,-46.297432,False,0.0,0.0,0.0,0.0,-2.7441,2.7441,-1.497006,1.0,1.4916,9.785,0.254973,5.0,0.0,0.0,0.0,0.0,-5.7705,8.1285,-1.155927,1.0,-9.7409,11.1716,-1.419911,1.0,-1.373,4.2023,-0.317009,1.0,0.0,0.0,0.0,0.0
per_asset_arx_v052_h5_e57,52,5,50.0,0.58,0.45999999999999996,3.0,0.06,0.08,0.18,10,-4.1024,-23.9603,23.9603,-0.476095,2,-104.856065,False,-23.9603,23.9603,-1.975312,2.0,-0.5209,5.8844,-0.099249,3.0,7.7949,8.2715,0.922427,6.0,6.5209,4.1457,1.041875,3.0,-8.8077,8.8077,-1.601633,2.0,-0.5237,4.2573,-0.119948,1.0,-9.3265,11.9277,-1.576601,2.0,-3.9957,9.7867,-0.40032,3.0
per_asset_arx_v053_h7_e57,53,7,50.0,0.58,0.45999999999999996,3.0,0.06,0.08,0.18,10,1.8898,-10.1059,24.0988,-0.522788,3,-61.663951,False,44.2789,24.0988,1.806376,6.0,-7.5671,7.5671,-2.525303,2.0,0.1139,10.1662,0.096146,5.0,-4.8241,12.4554,-0.484494,3.0,-10.1059,10.1059,-1.816778,2.0,-0.5237,4.2573,-0.119948,1.0,-9.3265,11.9277,-1.576601,2.0,3.0731,9.7867,0.438299,3.0
per_asset_arx_v054_h10_e57,54,10,50.0,0.58,0.45999999999999996,3.0,0.06,0.08,0.18,10,7.3814,-9.5937,26.1509,0.150495,5,-39.957684,False,56.2864,26.1509,2.13252,5.0,-7.368,7.6753,-1.834251,3.0,5.2068,8.1325,0.665876,6.0,12.7216,9.5135,1.437276,3.0,-9.5937,12.1715,-1.584304,3.0,0.2876,4.2573,0.122235,1.0,0.0,0.0,0.0,0.0,1.5107,9.7867,0.264611,3.0
per_asset_arx_v055_h15_e57,55,15,75.0,0.58,0.45999999999999996,3.0,0.06,0.08,0.18,10,1.5958,-8.694,31.8324,-0.082617,4,-71.454646,False,21.5427,31.8324,1.163503,6.0,-2.7441,2.7441,-1.497006,1.0,0.4033,17.1663,0.155195,8.0,3.707,10.8643,0.477324,4.0,-3.1681,15.1683,-0.367434,4.0,1.7195,4.2573,0.406348,2.0,0.0,0.0,0.0,0.0,-8.694,13.2192,-0.998865,4.0
per_asset_arx_v056_h3_e62,56,3,75.0,0.62,0.45999999999999996,3.0,0.06,0.08,0.18,10,-2.6818,-15.6419,18.7815,-0.263321,1,-80.836779,False,-15.6419,18.7815,-1.213067,1.0,0.0,0.0,0.0,0.0,-5.2574,10.3816,-0.951006,4.0,0.0,0.0,0.0,0.0,0.8176,2.0829,0.374517,1.0,0.0,0.0,0.0,0.0,-1.373,4.2023,-0.317009,1.0,0.0,0.0,0.0,0.0
per_asset_arx_v057_h5_e62,57,5,75.0,0.62,0.45999999999999996,3.0,0.06,0.08,0.18,10,-3.4424,-24.0988,24.0988,-0.443817,2,-104.823983,False,-24.0988,24.0988,-1.989577,2.0,0.0,0.0,0.0,0.0,14.9939,8.1325,1.687382,6.0,0.9933,4.1457,0.242949,2.0,-8.8077,8.8077,-1.601633,2.0,-0.2518,4.2573,-0.039158,1.0,-9.3265,11.9277,-1.576601,2.0,-1.0412,5.0484,-0.273894,2.0
per_asset_arx_v058_h7_e62,58,7,125.0,0.62,0.45999999999999996,4.0,0.06,0.08,0.18,10,0.873,-8.0642,20.9278,-0.493662,2,-59.026149,False,30.645,20.9278,1.422878,3.0,-4.483,4.483,-2.056432,1.0,1.1702,9.2184,0.318567,4.0,-4.9131,8.6691,-0.657115,1.0,-2.6123,3.8134,-0.725771,1.0,0.0,0.0,0.0,0.0,-8.0642,8.0642,-1.744587,1.0,-4.7588,9.7867,-0.506834,2.0
per_asset_arx_v059_h10_e62,59,10,125.0,0.62,0.45999999999999996,4.0,0.06,0.08,0.18,10,2.0009,-9.5937,20.9278,-0.120196,2,-60.210329,False,22.7232,20.9278,1.182928,3.0,0.0,0.0,0.0,0.0,10.9764,8.1325,1.358225,5.0,-1.717,9.5135,-0.119912,3.0,-9.5937,12.1715,-1.584304,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.382,6.382,-1.798504,1.0
per_asset_arx_v060_h15_e62,60,15,125.0,0.62,0.45999999999999996,4.0,0.06,0.08,0.18,10,1.5692,-11.7835,26.1509,0.015105,3,-70.420339,False,10.0831,26.1509,0.704803,4.0,-2.7441,2.7441,-1.497006,1.0,10.1429,8.1325,1.202946,6.0,-1.812,13.1685,-0.162018,2.0,8.6668,6.9813,1.46498,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.7835,13.2192,-1.592863,3.0
per_asset_arx_v061_h3_e50,61,3,0.0,0.5,0.33999999999999997,4.0,0.06,0.08,0.18,10,-7.2929,-24.0988,24.0988,-0.875616,2,-109.538158,False,-24.0988,24.0988,-1.989577,2.0,-15.7544,16.3956,-2.249684,4.0,13.6195,8.1325,1.533489,6.0,3.4758,14.1408,0.45692,4.0,-12.2592,12.2592,-2.20649,2.0,-8.0548,12.9374,-0.709829,4.0,-12.6805,12.6805,-1.641336,4.0,-2.591,9.7867,-0.198424,3.0
per_asset_arx_v062_h5_e50,62,5,0.0,0.5,0.33999999999999997,4.0,0.06,0.08,0.18,10,5.8453,-17.736,26.2246,-0.318089,3,-78.936628,False,84.2575,26.2246,2.69432,7.0,-17.736,19.8013,-2.692754,4.0,13.9178,8.1325,1.450539,6.0,1.3402,14.5596,0.247095,4.0,-3.3721,7.8792,-0.761882,1.0,-12.2996,16.1735,-1.182052,4.0,-12.6805,12.6805,-1.641336,4.0,-6.6645,13.2192,-0.65864,4.0
per_asset_arx_v063_h7_e50,63,7,0.0,0.5,0.33999999999999997,4.0,0.08,0.08,0.18,10,4.2058,-15.9631,20.9278,-0.357389,2,-71.21859,False,76.5342,20.9278,2.554609,6.0,-9.4214,9.7653,-1.296976,5.0,12.3658,8.1325,1.395009,5.0,-5.1179,12.4362,-0.405261,5.0,-3.3721,7.8792,-0.761882,1.0,-14.7147,18.4819,-1.397706,4.0,-15.9631,15.9631,-2.288262,4.0,-6.6645,13.2192,-0.65864,4.0
per_asset_arx_v064_h10_e50,64,10,25.0,0.5,0.33999999999999997,4.0,0.08,0.08,0.18,10,0.2906,-18.5691,26.1509,-0.267516,3,-85.835307,False,35.6079,26.1509,1.551185,5.0,-7.0246,9.0598,-1.125034,3.0,12.1454,8.1325,1.379923,5.0,1.6514,12.4362,0.261609,5.0,-0.1641,7.8792,0.025188,2.0,-14.6574,18.5087,-1.411467,3.0,-18.5691,18.5691,-2.162894,4.0,-6.6645,13.2192,-0.65864,4.0
per_asset_arx_v065_h15_e50,65,15,25.0,0.5,0.33999999999999997,4.0,0.08,0.08,0.18,10,-1.6412,-18.4819,26.1509,-0.316355,4,-77.690397,False,10.0831,26.1509,0.704803,4.0,3.716,6.763,0.728528,4.0,13.9178,8.1325,1.450539,6.0,1.8782,12.4362,0.281587,5.0,-1.3001,14.1258,-0.095079,4.0,-18.4819,18.4819,-2.755042,2.0,-16.2781,16.3472,-2.187533,4.0,-6.6645,13.2192,-0.65864,4.0
per_asset_arx_v066_h3_e54,66,3,25.0,0.54,0.38,4.0,0.08,0.08,0.18,10,-3.7234,-20.9278,20.9278,-0.603453,3,-79.569306,False,-20.9278,20.9278,-1.628183,1.0,-9.4083,12.2622,-1.372758,4.0,13.5012,8.1325,1.533919,5.0,8.1062,12.4554,0.92997,3.0,-3.6845,5.6959,-0.984065,1.0,-6.7082,9.049,-1.716155,2.0,-15.9631,15.9631,-2.288262,4.0,5.2973,9.7867,0.697909,2.0
per_asset_arx_v067_h5_e54,67,5,50.0,0.54,0.46,4.0,0.08,0.08,0.18,10,-1.575,-22.7568,26.1509,-0.317607,4,-86.176539,False,11.3237,26.1509,0.777163,5.0,0.6464,4.483,0.177115,4.0,10.5669,8.1325,1.284888,7.0,-0.7444,10.1411,-0.01173,4.0,-4.4809,6.7929,-1.187781,1.0,0.7535,5.5062,0.17223,3.0,-22.7568,22.7568,-2.8465,4.0,-7.9086,9.7867,-0.906241,2.0
per_asset_arx_v068_h7_e54,68,7,50.0,0.54,0.46,4.0,0.08,0.08,0.18,10,3.4975,-21.2068,21.8569,-0.436523,2,-85.359859,False,64.1439,21.8569,2.262867,7.0,-5.3316,7.8044,-1.212337,2.0,9.4996,8.1325,1.118147,6.0,-2.7009,11.073,-0.230637,5.0,-3.6845,5.6959,-0.984065,1.0,-2.3591,6.8093,-0.209988,3.0,-21.2068,21.2068,-3.028368,4.0,-10.3807,12.0798,-1.207805,4.0
per_asset_arx_v069_h10_e54,69,10,50.0,0.54,0.46,4.0,0.08,0.08,0.18,10,-0.4732,-21.894,26.1509,-0.657799,2,-104.029459,False,35.6079,26.1509,1.551185,5.0,-8.2941,8.8474,-1.715178,2.0,12.8908,8.1325,1.552718,5.0,-5.4516,12.726,-0.430201,6.0,-0.3046,6.6997,-0.011745,3.0,-4.7033,4.7033,-2.104158,1.0,-21.894,21.894,-2.73707,4.0,-11.6364,13.2192,-1.367939,3.0
per_asset_arx_v070_h15_e54,70,15,75.0,0.54,0.46,4.0,0.08,0.08,0.18,10,0.5564,-12.3778,26.1509,-0.005982,5,-52.66389,False,10.0831,26.1509,0.704803,4.0,1.1445,7.3734,0.266002,4.0,12.3152,8.2651,1.416142,7.0,1.8782,12.4362,0.281587,5.0,8.4809,7.8792,1.474769,3.0,-12.3778,12.3778,-1.815285,2.0,-9.0411,9.1161,-1.442155,3.0,-8.032,13.2192,-0.933722,4.0
per_asset_arx_v071_h3_e57,71,3,75.0,0.58,0.49999999999999994,4.0,0.08,0.08,0.18,10,-2.1456,-20.9278,20.9278,-0.25462,3,-77.293865,False,-20.9278,20.9278,-1.628183,1.0,-4.483,4.483,-2.056432,1.0,6.0523,8.825,0.791476,5.0,0.9933,4.1457,0.242949,2.0,-2.6123,3.8134,-0.725771,1.0,0.0,0.0,0.0,0.0,-7.8497,8.3832,-1.140168,4.0,11.6622,2.6288,2.479168,2.0
per_asset_arx_v072_h5_e57,72,5,75.0,0.58,0.49999999999999994,4.0,0.08,0.08,0.18,10,-1.1056,-14.9259,20.9278,-0.234308,3,-64.209416,False,0.0613,20.9278,0.188095,2.0,0.0,0.0,0.0,0.0,13.9338,8.1325,1.659076,5.0,4.3312,4.1457,0.712921,3.0,-3.6845,5.6959,-0.984065,1.0,0.0,0.0,0.0,0.0,-14.9259,14.9259,-2.296454,2.0,-8.5607,10.0472,-1.154038,3.0
per_asset_arx_v073_h7_e57,73,7,125.0,0.58,0.49999999999999994,4.0,0.08,0.08,0.18,10,4.2848,-11.144,21.8569,-0.140455,4,-43.854834,False,42.6121,21.8569,1.819596,5.0,-3.1296,4.483,-0.976468,2.0,1.3381,9.1735,0.304095,5.0,1.6271,8.2467,0.283118,4.0,-3.6845,5.6959,-0.984065,1.0,9.4567,0.9415,1.308354,1.0,-2.7977,2.7977,-1.495957,1.0,-11.144,11.144,-1.38231,4.0
per_asset_arx_v074_h10_e57,74,10,125.0,0.58,0.49999999999999994,4.0,0.08,0.08,0.18,10,3.419,-12.3248,26.1509,-0.047048,3,-69.77737,False,33.3004,26.1509,1.478235,5.0,0.0,0.0,0.0,0.0,10.9764,8.1325,1.358225,5.0,1.8688,9.5135,0.312978,3.0,-2.1706,6.6997,-0.47486,2.0,0.0,0.0,0.0,0.0,-4.298,4.298,-1.477317,1.0,-12.3248,12.3248,-1.573643,3.0
per_asset_arx_v075_h15_e57,75,15,125.0,0.58,0.49999999999999994,4.0,0.08,0.12,0.18,10,1.7395,-10.4408,23.0656,0.000467,4,-48.337991,False,14.682,23.0656,0.913777,3.0,0.7076,4.483,0.23347,2.0,11.9208,8.1325,1.377413,6.0,-0.7358,9.8418,0.00364,4.0,2.08,9.8832,0.43953,3.0,0.0,0.0,0.0,0.0,-4.298,4.298,-1.477317,1.0,-10.4408,11.9918,-1.486777,3.0
per_asset_arx_v076_h3_e62,76,3,0.0,0.62,0.54,4.0,0.08,0.12,0.18,10,1.737,0.0,7.5179,0.245549,2,-0.325628,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0782,7.5179,1.589872,7.0,0.0,0.0,0.0,0.0,0.8176,2.0829,0.374517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_asset_arx_v077_h5_e62,77,5,0.0,0.62,0.54,1.0,0.08,0.12,0.18,10,-3.8492,-15.2647,21.4735,-0.734831,3,-70.268762,False,-15.2647,21.4735,-0.89508,3.0,-6.8181,6.8181,-2.417328,3.0,1.6813,8.7597,0.380189,6.0,4.8692,4.4608,0.705859,5.0,-10.2541,10.2541,-1.845933,4.0,4.9976,5.5729,0.831545,2.0,-7.753,10.3992,-1.604603,3.0,-2.2518,4.9569,-1.033296,1.0
per_asset_arx_v078_h7_e62,78,7,0.0,0.62,0.5,1.0,0.08,0.12,0.18,10,-2.299,-6.9567,23.8574,-0.307488,1,-78.399602,False,-6.0011,23.8574,-0.197878,3.0,0.0,0.0,0.0,0.0,-1.0152,11.1794,-0.102376,6.0,-4.8639,12.4554,-0.507056,3.0,-6.9567,8.958,-1.083501,6.0,2.7908,6.0947,0.508576,2.0,0.0,0.0,0.0,0.0,-2.3461,5.0519,-1.077672,2.0
per_asset_arx_v079_h10_e62,79,10,25.0,0.62,0.5,1.0,0.08,0.12,0.18,10,7.9512,-9.1252,9.9018,0.471677,3,-9.061283,False,56.9013,5.2767,2.664354,2.0,0.0,0.0,0.0,0.0,12.4161,8.1325,1.522809,4.0,-1.28,8.6691,-0.072541,2.0,-9.1252,9.9018,-1.452494,5.0,4.6971,4.3531,1.111291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
per_asset_arx_v080_h15_e62,80,15,25.0,0.62,0.5,1.0,0.08,0.12,0.18,10,7.8259,-9.355,16.7313,0.541542,4,-19.994941,False,50.4567,16.7313,2.244257,6.0,0.0,0.0,0.0,0.0,13.6392,7.4916,1.56703,5.0,3.1703,9.2546,0.55596,1.0,-0.0013,7.8792,0.050894,3.0,4.6971,4.3531,1.111291,1.0,0.0,0.0,0.0,0.0,-9.355,12.0682,-1.197098,2.0
per_asset_arx_v081_h3_e50,81,3,25.0,0.5,0.38,1.0,0.08,0.12,0.18,10,-6.7509,-28.9232,32.8498,-0.505839,3,-134.15834,False,-13.1461,32.8498,-0.586021,10.0,-14.8976,26.098,-1.44821,14.0,11.9269,9.4475,1.177699,10.0,7.6099,12.9991,0.804703,6.0,-17.1447,21.4157,-2.056636,9.0,-3.1198,14.0341,-0.104523,8.0,-28.9232,31.6005,-2.234298,13.0,3.6877,21.6907,0.400577,11.0
per_asset_arx_v082_h5_e50,82,5,50.0,0.5,0.38,1.0,0.08,0.12,0.18,10,7.5046,-28.9565,33.2588,-0.460542,3,-121.105884,False,131.7341,33.2588,3.06737,14.0,-17.8802,28.6881,-1.811993,14.0,-3.9018,14.3835,-0.210537,12.0,3.6538,16.8717,0.432017,7.0,-20.2294,20.1496,-2.815913,9.0,-15.3219,25.0481,-0.896228,11.0,-28.9565,31.6326,-2.350852,12.0,10.9387,16.2145,0.901799,8.0
per_asset_arx_v083_h7_e50,83,7,50.0,0.5,0.38,1.0,0.08,0.12,0.3,10,3.79,-38.301,40.6251,-0.470259,3,-165.62783,False,102.0667,20.7887,2.666356,13.0,-12.8486,21.8146,-1.088373,14.0,7.9648,9.5209,0.80509,10.0,-7.5976,18.6478,-0.526813,6.0,-13.9768,16.7923,-1.786622,10.0,-13.6322,23.5525,-0.776153,14.0,-38.301,40.6251,-3.664642,13.0,6.6446,15.8312,0.609086,8.0
per_asset_arx_v084_h10_e50,84,10,50.0,0.5,0.38,1.0,0.08,0.12,0.3,10,0.3954,-23.6453,32.8498,-0.358348,2,-126.161308,False,68.7433,32.8498,2.116564,13.0,-4.7176,15.3811,-0.35469,12.0,1.0205,12.8592,0.212733,9.0,-4.5194,17.8106,-0.238925,6.0,-7.3995,13.8837,-0.738978,12.0,-12.8522,22.9392,-0.688983,13.0,-23.6453,25.8357,-1.804806,12.0,-13.4667,19.8767,-1.369697,10.0
per_asset_arx_v085_h15_e50,85,15,75.0,0.5,0.38,1.0,0.08,0.12,0.3,10,4.1119,-15.295,30.0774,0.117531,4,-76.475214,False,42.1258,30.0774,1.568507,10.0,-6.2152,18.6219,-0.515473,10.0,9.9204,15.9197,0.970059,9.0,11.6059,12.4362,1.08312,6.0,3.1587,11.2435,0.446609,8.0,-3.2169,14.3334,-0.062688,15.0,-15.295,17.7249,-1.635191,7.0,-9.1883,15.9152,-0.914697,8.0
per_asset_arx_v086_h3_e54,86,3,75.0,0.54,0.42000000000000004,1.0,0.08,0.12,0.3,10,-5.3404,-25.4288,30.8205,-0.534989,2,-129.729477,False,-5.7391,30.8205,-0.142463,8.0,-10.2905,18.14,-1.140647,11.0,9.2663,9.2922,1.049961,11.0,-5.4413,15.2399,-0.470569,5.0,-12.8362,14.5616,-2.030767,8.0,8.7228,7.385,0.87577,5.0,-25.4288,28.2378,-2.417856,11.0,-0.9764,14.4281,-0.003338,5.0
per_asset_arx_v087_h5_e54,87,5,75.0,0.54,0.42000000000000004,1.0,0.08,0.12,0.3,20,0.2332,-16.8091,32.9201,-0.241188,4,-92.627639,False,39.4359,32.9201,1.676394,9.0,-8.2686,15.9105,-0.862074,8.0,0.6422,9.392,0.17342,7.0,3.4306,7.1945,0.492241,5.0,-14.2233,16.7365,-2.042598,8.0,-10.6268,18.153,-0.68371,5.0,-16.8091,20.2058,-1.407411,7.0,8.285,15.6406,0.724233,3.0
per_asset_arx_v088_h7_e54,88,7,125.0,0.54,0.42000000000000004,1.0,0.08,0.12,0.3,20,4.0734,-18.5266,23.827,-0.461293,2,-85.383424,False,91.6184,23.827,2.58329,7.0,-18.5266,21.0143,-2.280902,7.0,-2.7458,12.8403,-0.146128,8.0,-10.8407,19.243,-0.834345,4.0,-17.2532,17.3475,-2.493989,8.0,-13.3243,18.819,-0.904063,7.0,-4.6259,13.6888,-0.338441,7.0,8.285,15.6406,0.724233,3.0
per_asset_arx_v089_h10_e54,89,10,125.0,0.54,0.38,1.0,0.08,0.12,0.3,20,10.363,-17.3127,24.7808,0.015075,4,-58.574637,False,110.8227,24.7808,2.884599,6.0,5.5928,8.078,0.79689,5.0,0.7851,14.4015,0.190994,6.0,2.676,12.0902,0.350061,2.0,-15.7312,15.8272,-2.146971,9.0,-2.4474,19.0385,0.008829,10.0,-1.4812,11.276,-0.074558,2.0,-17.3127,21.6658,-1.889241,6.0
per_asset_arx_v090_h15_e54,90,15,125.0,0.54,0.38,1.0,0.08,0.12,0.3,20,7.1391,-17.0348,27.7189,0.065732,4,-69.955711,False,85.1541,27.7189,2.523535,6.0,4.6764,8.0245,0.620162,5.0,-1.0979,16.4717,0.023902,6.0,2.676,12.0902,0.350061,2.0,2.388,12.8603,0.363975,4.0,-15.0572,20.163,-1.14546,9.0,-4.5916,14.3276,-0.356378,5.0,-17.0348,21.4026,-1.853942,5.0
per_asset_arx_v091_h3_e57,91,3,0.0,0.58,0.41999999999999993,1.0,0.08,0.12,0.3,20,-4.3596,-22.842,27.7633,-0.782175,2,-114.897862,False,10.0145,27.7633,0.709921,6.0,-6.6991,8.5066,-1.530503,3.0,9.3202,7.6694,0.991107,6.0,-3.6763,8.6691,-0.473457,1.0,-5.5629,8.2799,-1.108901,3.0,-22.842,22.842,-2.626301,3.0,-12.2365,14.7541,-1.468521,4.0,-3.1948,8.2762,-0.750744,1.0
per_asset_arx_v092_h5_e57,92,5,0.0,0.58,0.41999999999999993,1.0,0.08,0.12,0.3,20,-4.5974,-27.7584,29.8308,-0.986199,2,-131.578999,False,46.4054,28.6455,2.061681,7.0,-11.0362,18.9268,-1.186231,7.0,2.8123,9.3014,0.387846,7.0,-5.4413,15.2399,-0.470569,5.0,-13.3781,13.8578,-2.40424,4.0,-16.8546,16.8546,-1.564304,4.0,-27.7584,29.8308,-3.264235,7.0,-11.5283,13.9767,-1.449543,2.0
per_asset_arx_v093_h7_e57,93,7,0.0,0.58,0.41999999999999993,1.0,0.08,0.12,0.3,20,2.9499,-15.056,27.1625,-0.446988,1,-99.543564,False,82.5881,27.1625,2.686056,7.0,-4.542,12.4943,-0.510219,3.0,-1.814,10.6864,-0.073028,7.0,-0.0528,15.8183,0.107071,4.0,-14.2808,16.1131,-2.055099,7.0,-13.6544,21.1144,-0.920566,5.0,-15.056,17.4928,-1.757298,6.0,-9.5888,14.1316,-1.052823,2.0
per_asset_arx_v094_h10_e57,94,10,25.0,0.58,0.41999999999999993,1.0,0.1,0.12,0.3,20,2.73,-9.9057,30.7551,-0.336913,2,-90.020526,False,60.7438,30.7551,2.101262,5.0,-5.6802,11.7906,-0.603759,4.0,2.0403,8.825,0.315331,6.0,-1.5856,13.019,-0.036006,2.0,-9.0915,11.8018,-1.29459,6.0,-9.4494,18.6276,-0.559822,5.0,-5.2317,6.6946,-1.573041,2.0,-9.9057,15.6406,-1.044679,3.0
per_asset_arx_v095_h15_e57,95,15,25.0,0.58,0.41999999999999993,1.0,0.1,0.12,0.3,20,4.5918,-16.2092,30.7551,0.001535,3,-90.08883,False,60.7438,30.7551,2.101262,5.0,-2.9189,8.8474,-0.297442,3.0,-1.7819,16.5817,-0.043672,6.0,2.676,12.0902,0.350061,2.0,6.7753,12.8603,0.88519,5.0,-16.2092,19.4133,-1.422602,6.0,-1.373,4.2023,-0.317009,1.0,-11.1777,15.6406,-1.243507,3.0
per_asset_arx_v096_h3_e62,96,3,25.0,0.62,0.45999999999999996,2.0,0.1,0.12,0.3,20,4.1144,-9.7409,11.1716,0.087797,2,-28.706618,False,42.7818,8.8003,2.986287,3.0,0.0,0.0,0.0,0.0,8.6002,7.1097,1.023774,6.0,0.0,0.0,0.0,0.0,-5.5629,8.2799,-1.108901,3.0,-9.7409,11.1716,-1.419911,1.0,-3.1631,5.9411,-0.778872,2.0,0.0,0.0,0.0,0.0
per_asset_arx_v097_h5_e62,97,5,50.0,0.62,0.45999999999999996,2.0,0.1,0.12,0.3,20,-5.2431,-20.7836,20.7836,-0.659917,2,-90.480984,False,-20.7836,20.7836,-1.614296,1.0,-7.6431,10.0321,-1.473043,2.0,8.999,7.1097,1.05851,5.0,3.0801,7.242,0.460501,4.0,-5.5629,8.2799,-1.108901,3.0,-1.7102,9.2819,-0.14591,2.0,-15.1297,17.5644,-1.705453,3.0,-3.1948,8.2762,-0.750744,1.0
per_asset_arx_v098_h7_e62,98,7,50.0,0.62,0.45999999999999996,2.0,0.1,0.12,0.3,20,-2.4583,-10.8529,20.8627,-0.516812,1,-77.785799,False,13.5696,20.8627,0.828108,4.0,0.0,0.0,0.0,0.0,-4.0547,11.8489,-0.607896,5.0,-4.8639,12.4554,-0.507056,3.0,-10.8529,10.8529,-1.955386,3.0,-0.7124,8.361,-0.060573,2.0,-3.1631,5.9411,-0.778872,2.0,-9.5888,14.1316,-1.052823,2.0
per_asset_arx_v099_h10_e62,99,10,50.0,0.62,0.45999999999999996,2.0,0.1,0.12,0.3,20,13.9233,-10.4452,13.019,0.195157,2,-25.633786,False,118.5927,8.8003,3.798545,3.0,-2.7441,2.7441,-1.497006,1.0,7.5686,8.825,0.956668,4.0,-1.5856,13.019,-0.036006,2.0,-10.4452,11.8018,-1.660946,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
